time_sec,heart_rate_bpm,spo2_percent,bp_systolic,bp_diastolic,motion,hr_mean_30s,hr_std_30s,hr_slope_30s,spo2_mean_30s,spo2_delta_from_baseline,spo2_seconds_below_94,spo2_slope_60s,sys_bp_mean_60s,sys_bp_slope_60s,motion_mean_10s,high_motion_flag
69,79.14632717141858,97.20106393275258,116.34337696525697,78.97819827447394,0.1677440122697438,75.56832451525158,2.7265170613377516,-0.011988748613133768,97.88236960290214,-0.08536025137547654,0.0,-0.008328065169907112,121.56167977075164,-0.0175687919538525,0.19924715042561705,0
70,73.03204055774751,97.68498751023306,122.54988458620166,84.86583911159647,0.2180697802754207,75.39570579851188,2.717377997997845,-0.010129267163151587,97.88184314625295,-0.08588670802467391,0.0,-0.008469595648727141,121.49619225787393,-0.0076141135713470795,0.20344999964238558,0
71,72.77475910601646,98.36597775125492,116.36820346011426,70.42956740721095,0.2769018283232984,75.25628412863743,2.7416798545393406,-0.01626823236148346,97.91015220281119,-0.057577651466431234,0.0,-0.00575070491451364,121.38846022987687,-0.0137563595636203,0.2120684773580345,0
72,78.45780417049411,97.90153909600156,118.27611277320553,79.81575438350214,0.1982086980445024,75.40683657479829,2.79054949743264,-0.004682597749289675,97.91189198317902,-0.05583787109860339,0.0,-0.005195924540714624,121.5464660047655,-0.040202117576762134,0.21742102203251487,0
73,76.90095120400206,97.7677094609422,110.64014547238472,78.42581472050725,0.2782321827907003,75.60603320262878,2.6702927541524613,-0.02595200511973024,97.89808278802954,-0.06964706624808059,0.0,-0.0053078965607275845,121.38999877678052,-0.060654699112206896,0.23122527343198826,0
74,78.65941688933292,98.0221793987578,114.13377155026166,82.73864492217498,0.0690127447955127,75.76874970010995,2.7035755372165147,-0.018860419236581116,97.86393546911796,-0.10379438515965944,0.0,-0.004031342465637734,121.22039790627768,-0.06760129764351666,0.21406391879956854,0
75,70.20292854769514,97.12714628357016,121.77436901468025,84.27965374164388,0.2410951252187612,75.57161939091445,2.886721615476429,-0.05236833505261401,97.86003840222969,-0.10769145204793062,0.0,-0.00492618472405131,121.36192657981648,-0.08014696066501303,0.21139223117859057,0
76,72.17424918393878,98.24735282688752,115.65576960840784,82.92113527722786,0.2043523534119085,75.35838264131581,2.893758575450433,-0.05359904368260526,97.84896047907093,-0.11876937520669628,0.0,-0.003931225154510564,121.2269650070292,-0.08544786314258002,0.21218751712768308,0
77,76.28926747317539,98.19171751570182,125.31886991892787,80.96400101358898,0.1850496324767066,75.34624733173176,2.8889001034429045,-0.038662685990781695,97.8391327035774,-0.12859715070021593,0.0,-0.00413807210226209,121.28310001067688,-0.07751303468808139,0.20567481588589365,0
78,77.63087954564097,97.79534576295214,115.23055455793344,80.16225819238144,0.2045880388267751,75.35998165288129,2.899071286532655,-0.011008622772651534,97.84529577466543,-0.12243407961219077,0.0,-0.003912411716818972,121.10494921298815,-0.07957676168970715,0.204325439643333,0
79,78.21865677869248,98.5029622558982,122.26627250642883,78.6291575140804,0.1006215542699553,75.47977434123204,2.9415861901276807,0.0023647492812921265,97.8586739172856,-0.10905593699202143,0.0,-0.0018295357437731513,121.20038136495685,-0.08540957305376819,0.19761319384335413,0
80,76.79744000293665,97.43625195052348,116.1906218551412,80.83989048609853,0.1890164056081244,75.31623022437087,2.710965926585597,0.05378988129089458,97.84750953645867,-0.12022031781894782,0.0,-0.0030805666602048806,121.05390061124344,-0.08721706353964694,0.1947078563766245,0
81,76.96117841007582,98.56395449662678,121.92734887516762,85.83861931834204,0.2178556285755873,75.44285158766229,2.6955725163768767,0.049549397037563205,97.86321321000591,-0.10451664427171181,0.0,-0.0005590801452920744,121.07272240521282,-0.08621884109610957,0.18880323640185337,0
82,75.67641997410557,98.07724683279764,112.32606335452432,76.67795080688984,0.2738947022370758,75.49802232807356,2.6823795993396193,0.04125247036439584,97.84063592087577,-0.12709393340185215,0.0,-0.0001121510525069321,120.79765260245054,-0.08740927199282122,0.1963718368211107,0
83,80.94515148778669,97.83172370506092,117.7340851218522,78.3916740995037,0.1740864890863176,75.6936653629533,2.8587696813837624,0.07348377784929334,97.82493327383395,-0.14279658044367238,0.0,-0.0007491897449881313,120.5277165263303,-0.07017287463443528,0.18595726745067243,0
84,72.76563666028109,97.99006318231584,115.76893357356133,79.69796010973278,0.1595753198553406,75.50844489653026,2.86259498542046,0.07272144450404708,97.81612524035724,-0.1516046139203837,0.0,0.0004558265968286793,120.32900454930194,-0.06583189431791638,0.19501352495665522,0
85,77.2550578728526,97.94636761709452,124.4161628765449,84.00373071678267,0.1749121478207732,75.63214753882683,2.8549503904690092,0.07044187192195925,97.82150931625964,-0.1462205380179853,0.0,0.0005289858902463122,120.36256404073534,-0.05561707740702661,0.18839522721685642,0
86,73.69178471552188,98.61014144820886,122.31131232227102,80.89320935820882,0.2457701058851037,75.539489801562,2.8718275667076854,0.06371215585032175,97.86658164228201,-0.10114821199560708,0.0,0.0025720133366021226,120.20766891310137,-0.03336739802596043,0.19253700246417596,0
87,78.06199815019329,97.4616604362645,113.8371197269226,83.93392758218076,0.2164375554829842,75.62744054935828,2.9083230308058865,0.07918630612114397,97.85094906107467,-0.11678079320294898,0.0,0.0018285725955171767,120.05466440507776,-0.039048681798535205,0.1956757947648037,0
88,73.05751493020982,97.6187403804267,118.9840963168956,84.1364399620144,0.173511989811648,75.58350989372717,2.9376922939696875,0.05397161704172677,97.8181302711745,-0.14959958310312516,0.0,0.0015610023214262623,120.11339481981956,-0.048590818184668705,0.192568189863291,0
89,78.75124358662131,98.51815144603624,116.13841078638583,82.36814730327993,0.2256633716556678,75.61970460850233,2.9707308058042408,0.08876648619250824,97.8608547836522,-0.10687507062542068,0.0,0.0032563725746034525,120.05230777517195,-0.0556322046976381,0.20507237160186226,0
90,76.7159636593449,97.70223253240808,124.75128596934272,75.74402553373778,0.204853877467402,75.73816472224544,2.9400520741206244,0.07889054342708969,97.86851402420207,-0.09921583007555057,0.0,0.003427342034020057,120.06802319246975,-0.04156276996602991,0.20665611878779,0
91,81.9070577300878,98.4502665386658,126.35762073826967,86.64437564758686,0.2484322495266444,76.03729272098477,3.097142545650957,0.0993453914010573,97.8814184465537,-0.08631140772392598,0.0,0.0029115751444955206,120.10515402513923,-0.024367636375431777,0.20971378088289572,0
92,75.26749083395323,98.84971799150436,112.79177426744592,85.64952268437081,0.1648973453061324,76.00376810641309,3.0999425934088842,0.09600607623526734,97.92615329268463,-0.04157656159298995,0.0,0.0037111001719113946,120.0787890037473,-0.04607115381440738,0.19881404518980136,0
93,77.51152043385528,97.79910248652918,124.1335148719074,80.25416020200934,0.1836168926701116,76.22198939123354,2.960277277829267,0.07098257117709486,97.93266543302086,-0.03506442125676301,0.0,0.004447772854018528,120.2388086088174,-0.048824825678182936,0.1997670855481808,0
94,73.87595171240112,98.34068116328766,115.88351965371146,74.47291903006578,0.1803945923433921,76.3449824291486,2.771485658837236,0.014220438587334544,97.95108144815923,-0.016648406118392245,0.0,0.005209651883523678,120.19864309023008,-0.05926186031511529,0.20184901279698594,0
95,74.99045629145422,97.42315385933009,118.7354161364034,73.75800736850258,0.126824252593394,76.23125901339363,2.7541043107667824,0.01966898327932123,97.9546135335401,-0.013116320737523779,0.0,0.004112924393940256,120.13302139138212,-0.05746724560757543,0.19704022327424803,0
96,76.76392285310574,98.3773666490339,120.16127114530478,81.01726250621483,0.2148060138532288,76.14106910487361,2.6879061693231603,0.045439048975945875,97.98342778594481,0.0156979316671908,0.0,0.0038904901202578847,120.08049569798054,-0.05203145765757597,0.1939438140710605,0
97,71.85320686681496,98.09971199299338,129.08303081777737,77.19299823147685,0.2130527636089944,76.02669336713399,2.796425731974781,0.01186790366211612,97.97502772043147,0.007297866153848531,0.0,0.003390468117948408,120.22010411793478,-0.036212135697497955,0.19360533488366155,0
98,72.09580905187126,98.23651914108012,114.98075136484556,73.13124346655849,0.200255672832123,75.94773619505425,2.8744076531982987,-0.02426622067194815,98.00470118817132,0.03697133389370322,0.0,0.0022808201281400826,120.20598570180866,-0.05224572634348828,0.19627970318570903,0
99,73.76394798268848,97.70298871664826,114.56161466199872,75.62565658661923,0.1882706433312426,75.76832355542992,2.8355905619213337,-0.016295928767901122,98.0214320143012,0.053702160023576084,0.0,0.0018547693774207232,119.9706007009237,-0.047128066480699185,0.19254043035326654,0
100,75.43208691350571,97.16945829221642,114.1424779591519,78.12006970667997,0.1292314628974793,75.84832510062186,2.7892060681642046,-0.037336114650872235,98.00424770703397,0.036517852756347224,0.0,0.0001464502888084457,119.96231350539648,-0.06571777454913524,0.18497818889627426,0
101,74.42653135562522,98.25162603237476,113.79703207579632,80.77971829524391,0.178967733861732,75.90338417560882,2.7423510471466335,-0.06770598438116562,98.0004359830713,0.03270612879367718,0.0,-7.028897104574414e-05,119.75040231125527,-0.0647241318982657,0.178031737329783,0
102,74.02059481276231,96.96829842376027,120.14231724209576,85.6228522040633,0.1828642741736615,75.75547719701777,2.719392228959924,-0.062236322908664446,97.96932796066325,0.0015981063856287392,0.0,-0.0018678882310652104,119.64516288825999,-0.05271507160752703,0.17982843021653594,0
103,75.32544729997022,97.71944467848512,112.99036282487474,82.04861704108882,0.159886136538919,75.70296040021668,2.711710259076185,-0.057110888603406844,97.96771913458134,-1.0719696277305957e-05,0.0,-0.0018213435341739139,119.4216412433519,-0.05217288731307729,0.1774553546034167,0
104,76.63029978717815,98.47059093321,105.83840840765372,78.47438187811434,0.1919357144166995,75.6353231634782,2.6602429422306786,-0.030738698751462776,97.98266618572977,0.01493633145214801,0.0,0.0009477391731090891,119.22265082455638,-0.07722659688496164,0.1786094668107474,0
105,77.81812652222467,98.09594886793651,125.79798144687749,81.5197982306912,0.2202025428407269,75.88916309596252,2.4813133392635693,-0.054120886890646196,98.01495960520863,0.04722975093100956,0.0,7.951021008331404e-05,119.33117169851177,-0.0663387592633511,0.1879472958354807,0
106,70.7057910069298,98.97417132239492,109.30442937784576,81.16227034235463,0.2943092950605265,75.84021449006221,2.5700224244267957,-0.11318209308746001,98.03918688839221,0.07145703411458726,0.0,0.002867433227468056,119.14832530836911,-0.08117597211574777,0.19589762395621046,0
107,80.64424840757006,98.51255457629088,119.2703128194335,82.95818082878375,0.2087288906415919,75.98538052120871,2.715157584812616,-0.07909140875281466,98.04988145707853,0.08215160280090572,0.0,0.0047188218233090995,119.17586366874313,-0.0835697453205594,0.19546523665947022,0
108,80.45878869019288,97.6730508058372,126.63807725802651,79.84023154566454,0.2128775195361382,76.07964415936044,2.821270716411786,-0.03888244175438599,98.04580495850801,0.07807510423039332,0.0,0.003707619249095551,119.267726751919,-0.06803079710465536,0.19672742132987173,0
109,69.32992576159681,98.01365668992572,131.0459198334434,84.14479100404844,0.1962777042116916,75.78335312545725,3.046632722132593,-0.06767720089473153,98.0294947729756,0.061764918697974736,0.0,0.004083790333565857,119.32023462780377,-0.034099028723310026,0.19752812741791664,0
110,78.9586125238025,97.97631464872778,118.1847506815571,83.29780720090994,0.1040614392350479,75.85539220948611,3.096579695608415,-0.04019795378596993,98.04749686291575,0.0797670086381288,0.0,0.003843574405654891,119.39804995976039,-0.045798450465761587,0.19501112505167348,0
111,79.50368722890934,97.20891161832694,112.83525458191455,80.33080001455428,0.1986743062275391,75.94014250344723,3.161989681240734,-0.009034454835681608,98.00232876697243,0.034598912694804085,0.0,0.0028791093659655716,119.33340517847655,-0.06110646785511124,0.1969817822882542,0
112,76.36857733803102,97.52980054175782,126.4527411288398,79.52310257493639,0.2030115104970513,75.96321441557808,3.162524204759681,-0.008089135193113503,97.98408055727108,0.01635070299346353,0.0,0.0036113741410097803,119.50476297384941,-0.05479497068981581,0.1989965059205932,0
113,73.28492458731273,97.71961954651007,124.3257827506013,83.67899391596171,0.3231621056242643,75.70787351889562,3.05378674611804,0.008989762297157628,97.98034375198607,0.012613897708448008,0.0,0.003957180049609752,119.58472754153743,-0.04685242955416603,0.21532410282912773,0
114,79.327867644569,96.98188974857204,117.55503855210762,77.14610272757184,0.1903819517609438,75.9266145517052,3.0707460723621605,0.012053274427853766,97.94673797086128,-0.02099188341634317,0.0,0.003043799360534751,119.55527203982079,-0.050624464631929184,0.21516872656355215,0
115,75.72480872441524,98.02374673412582,116.92131270895396,73.97354868342643,0.2150773671166806,75.8756062467573,3.0606111081585334,0.01991297942544192,97.94931727476232,-0.0184125795152994,0.0,0.0031133973150136393,119.43960103626664,-0.047643615693218615,0.2146562089911475,0
116,77.98190664961247,97.87546407767348,116.41303918170284,73.95080803326402,0.1982644115147378,76.01861031122698,3.0552768955121117,0.018441176136121624,97.9248280290778,-0.04290182519982011,0.0,0.0020336267354437794,119.3770080973849,-0.051369574744079674,0.20505172063656865,0
117,77.73460485326879,98.03878525515609,118.9966899468555,78.2947086141865,0.1415660981190234,76.00769720132952,3.0483032073151466,0.043604438589329726,97.94406552304085,-0.02366433123677325,0.0,0.0023273933371153457,119.3422791319811,-0.04910589496318514,0.1983354413843118,0
118,77.48730305692513,98.20210643263869,121.58034071200817,82.638609195109,0.257141140725751,76.15535680555335,3.007484790351108,0.032804198190566826,97.96351105811459,-0.004218796163030447,0.0,0.004023001928448928,119.33541414005524,-0.0409454820692726,0.20276180350327308,0
119,73.84951060733741,98.35793637234548,117.16992708631614,78.30880458156055,0.2375966516343387,75.99196570624389,2.9947159046151954,0.03583043856094275,97.95817055565823,-0.00955929861939353,0.0,0.003679605056680788,119.2677959197267,-0.04128934870017694,0.20689369824553777,0
120,75.60613785589447,98.11351723943244,117.8020986221888,80.8180640112449,0.2395515973521523,75.95497151279554,2.992317808326706,0.038334315954935964,97.97188004589239,0.004150191614769483,0.0,0.0032732636017909563,119.17255480830838,-0.036490827108442175,0.22044271405724825,0
121,73.6723959767554,97.83796591239552,123.20639509705288,78.01881571647573,0.154530627260263,75.68048278768445,2.7989376620677695,0.0646568926381163,97.9514700250167,-0.016259829260917513,0.0,0.003380724301453017,119.23618834177032,-0.029512163530264358,0.21602834616052063,0
122,78.1198046908867,98.29572107587592,112.58792929470565,78.05057053606414,0.270139715546805,75.77555991624891,2.832666881777263,0.0775462329333788,97.93300346116241,-0.03472639311520709,0.0,0.0033096563449256573,118.97545646367583,-0.025164078279414786,0.22274116666549598,0
123,73.45669731509707,98.34011018023834,118.1203214004321,75.89814530195538,0.1299074468603859,75.64039914562362,2.8436957501139366,0.07455797055571221,97.95103705095272,-0.01669280332490075,0.0,0.0034303879444321267,118.73232683312314,-0.003290273327105392,0.20341570078910814,0
124,75.12602278710037,98.15370178485983,111.62029490450448,79.63241749833725,0.2293428546900135,75.68206818144695,2.8260535361993133,0.05907081041620897,97.94480440500514,-0.02292544927247775,0.0,0.0035172592844044787,118.53381250030094,-0.006815735213881847,0.2073117910820151,0
125,73.2312812798022,97.58769387478262,120.54206236676453,79.29934505688418,0.3095227812904989,75.62342901439187,2.8589584067120852,0.038489544846137085,97.95028907218688,-0.017440782090744733,0.0,0.0018576165112588513,118.52384760943795,0.0008936697467814653,0.21675633249939694,0
126,75.61714499161793,98.1383003827556,110.30297295929064,81.65066009272729,0.1504731837434656,75.58520308567562,2.850838525235211,0.04631447751347456,97.94232019664427,-0.025409657633346683,0.0,0.0014173511578101862,118.31018196631635,-0.004788150319699739,0.21197720972226972,0
127,76.68652838141699,98.59774032541274,124.45005063413215,81.15079042804688,0.1716851135198614,75.74631380282901,2.7680289909409135,0.027681897044469838,97.95892114105824,-0.008808713219380593,0.0,0.0031171664316640775,118.47610223404219,-0.0011894823491170189,0.2149891112623535,0
128,68.32615138355564,97.70168547069412,113.42681302103998,79.21141047616635,0.204982568254382,75.6206585472185,3.0140847437903777,-0.045366013397938165,97.94109335204539,-0.026636502232236126,0.0,0.001630301544848196,118.35154032877072,-0.005357810558806466,0.20977325401521663,0
129,76.95613937516599,99.04896966956622,111.13710717319272,73.9756446197593,0.17482621729419,75.72706492696774,3.002602111913672,-0.04955490850137623,97.98595938380932,0.018229529531694766,0.0,0.0020861625615013484,118.26476916556966,-0.020588416875933643,0.2034962105812018,0
130,75.68768826021281,97.73718453300732,118.18193352049192,84.28231787031311,0.1224668284466933,75.73558497185799,3.002098832426819,-0.051843282640020895,98.00488359183568,0.03715373755805729,0.0,0.0011090756397169647,118.19196998114117,-0.013461305522809818,0.19178773369065585,0
131,74.07507098225408,98.01620350667008,128.55553645838526,79.6598226438479,0.2034281487403013,75.72386962607894,3.0080632585160525,-0.07158423209535639,97.99703617431219,0.029306320034564237,0.0,0.0017407169786421092,118.39509219777902,0.00043701802191809555,0.19667748583865968,0
132,82.07512584938152,97.66375720199684,123.55596226710789,80.31857075957559,0.1468848143136947,75.99235399396623,3.203875279010358,-0.042355108343863586,98.02021813358674,0.05248827930911659,0.0,0.001026830630515475,118.48308968934406,0.00869580071687377,0.18435199571534866,0
133,79.38186592401063,98.11163541796012,110.38842947273017,86.40198026324423,0.2236796215317591,76.12756794810093,3.2598668762949847,-0.025086645950668267,98.03329115823591,0.0655613039582903,0.0,0.0008335547517190885,118.47889442268315,-0.01786725985591612,0.19372921318248598,0
134,72.74814481654957,97.12888915368237,113.2843736617773,83.63288850638381,0.1540287882883098,75.99816278241332,3.3157961543384027,-0.04342225970007831,97.98856776558499,0.020837911307367563,0.0,-0.0005585879039502179,118.46473779120839,-0.03374748269868306,0.1861978065423156,0
135,79.38359409392514,97.72697910059163,118.02199813377146,81.78579679526692,0.277496720250877,76.05034503480333,3.3574816481047036,-0.00902929330007992,97.97626877334015,0.008538919062530681,0.0,-0.0024376194917860704,118.4021982765266,-0.028863740969230438,0.1829952004383534,0
136,79.81670067030952,97.45393939982571,131.1917658088543,79.9907768505167,0.1608373353831881,76.35404202358265,3.268248654121679,-0.02158921797958932,97.9255943759212,-0.04213547835642828,0.0,-0.002898935292927538,118.66113154653404,-0.012552200662142196,0.18403161560232567,0
137,76.6345708077739,98.06766917394614,115.30522926015566,79.95341780466335,0.1838969241897162,76.22038610358943,3.167175055443888,0.009808275378621277,97.91076486250968,-0.05696499176794134,0.0,-0.0024043430767057947,118.49423753555449,-0.006769377494048532,0.18525279666931116,0
138,77.70522863552515,98.49722368775446,115.34557378148403,80.96045799088745,0.2406758608684835,76.12860076843384,3.078775515379921,0.048618267283147124,97.93823729190693,-0.029492562370691644,0.0,-0.0018704861736130397,118.4961545226137,-0.017462787416944563,0.1888221259307213,0
139,76.94751802421207,98.32300309355728,127.6371469344009,81.62762690342653,0.1384567841783022,76.38252051052102,2.8002542255866145,0.007014190576943779,97.94854883869466,-0.019181015582958594,0.0,-0.0004618908664500989,118.58566909641321,0.003912476526044331,0.18518518261913253,0
140,70.16610617229955,96.81417031957056,120.97453602631188,86.84560702313654,0.2113729967302064,76.08943696547092,2.975949030557081,-0.015325556563588505,97.90981069438939,-0.05791915988822893,0.0,-0.0033247749693570213,118.66540099926605,0.0037692497171097723,0.19407579944748382,0
141,76.22651706790187,99.02103482646396,125.2650001364937,89.89306433105125,0.2653571377141214,75.98019796010402,2.9056164259396704,0.009105384734984534,97.9702148013273,0.002484947049680386,0.0,-0.000623918464292184,118.72102852028816,0.02011698990956369,0.20026869834486583,0
142,75.08891694183197,98.14763997031044,116.36450229912018,81.1610432216142,0.1196258382719386,75.93754261356405,2.9091090980164607,0.006033663085562566,97.99080944894574,0.023079594668118375,0.0,-0.0002051854564849066,118.78833583603142,0.005414908160174938,0.19754280074069025,0
143,76.26228617341783,98.11310196490297,121.4713308050307,78.67703266422366,0.2092316929266152,76.03678799976754,2.8659604105279617,-0.010165134595868434,98.00392552955881,0.03619567528119205,0.0,-0.00026312484061933553,118.85062326408439,0.008026394951117337,0.19609800788017584,0
144,77.43565540500371,98.07856395949548,126.57815931094122,76.19302210683313,0.2129941397124211,75.97371425844871,2.811334319662056,0.021556917404285277,98.04048133658961,0.07275148231198614,0.0,-0.000124948379413854,119.03077702637407,0.015471283965917872,0.201994543022587,0
145,75.7173968927151,98.08809491125136,119.275795616321,87.24598752748707,0.2390911435888655,75.97346719739204,2.811357273424761,0.018186667090312112,98.04262627582712,0.0748964215494965,0.0,-5.01257631441304e-05,118.94510423870365,0.02500072641291,0.19815398535638584,0
146,75.66005426960626,97.66657564152422,125.61526598763233,82.87461051302299,0.1381524644560959,75.8960721180585,2.7860048055954523,0.030015954768408307,98.03566332795549,0.0679334736778685,0.0,0.00045084612224847645,119.00017013312635,0.04164085523437257,0.1958854982636766,0
147,78.972465481865,98.09895833367104,121.93633650217264,81.70418594897998,0.1339771693457861,75.9373341390117,2.8230930543158537,0.06254318999464044,98.03766909723932,0.06993924296169496,0.0,-0.00023350100537722837,119.1351570793805,0.037703309832741415,0.1908935227792836,0
148,75.96896342648708,97.69626385618984,114.8018546079054,79.33264835438095,0.2260970782808448,75.88672281799708,2.8079169417261505,0.07343669072703374,98.02080767802435,0.05307782374673309,0.0,-0.0013471810969464101,119.06545305089735,0.03034350009868498,0.1894356445205197,0
149,74.35237889203685,97.797819003655,119.91841393826988,75.24391176309607,0.2148492336616593,75.90348509415374,2.796815168230988,0.04948795827246106,98.002137099068,0.034407244790372715,0.0,-0.0007742598617280512,119.12845310342874,0.026780708051444713,0.19707488946885543,0
150,75.60420326830973,97.65686043212246,124.90691996137517,86.711159018982,0.2125246425172938,75.90342060790093,2.7968222828810974,0.045506437174460304,97.986915205491,0.019185351213380386,0.0,-0.0017753020765506014,119.13104700329595,0.04578382973634556,0.19719005404756418,0
151,79.2857102610017,97.28366435513016,123.34708095593444,76.70715899410365,0.2173224104748488,76.09053108404245,2.8299892412542116,0.051941283976331104,97.9684384869155,0.0007086326378811236,0.0,-0.002117765518386306,119.08087134025705,0.06494379086552228,0.1923865813236369,0
152,77.60646232086935,98.0729182351077,119.79873550789586,82.91724726615311,0.1659987639210754,76.07341967170855,2.8188261569692945,0.07571647589627568,97.96101172555656,-0.006718128721061589,0.0,-0.0004245045393043216,119.19765402759786,0.055461130805761594,0.19702387388855058,0
153,76.55797191946225,98.29264971825818,110.5414280551425,74.79719292098342,0.2116126848580501,76.17679549185407,2.776096269178793,0.060796258350091156,97.95942971015721,-0.008300144120411801,0.0,-0.00010856472679021572,118.97111924731846,0.04963646226250071,0.19726197308169408,0
154,77.02026599646682,98.2574417980382,111.0200425929514,79.13860526068689,0.214653623664934,76.23993693216627,2.7729128115125277,0.05899129523249474,97.96288771059649,-0.004842143681131006,0.0,0.0010401602350935824,118.89006129630577,0.03136869071991432,0.19742792147694538,0
155,74.42718102053476,98.40996262631762,112.08347205186442,83.97182852181186,0.1642824290986816,76.27980025685734,2.7365263720841475,0.02654674647596662,97.990296668981,0.02256681470338151,0.0,0.0008884140121363721,118.77919556156347,0.01994823725572904,0.18994705002792697,0
156,76.39339116834283,98.16217010500743,117.44778896616724,79.00122331013283,0.2932887255572378,76.30567512941485,2.7337130653858344,0.02270955475419951,97.99109232638939,0.02336247211177067,0.0,0.001892922412148412,118.73397085857783,0.020108104482173733,0.20546067613804117,0
157,74.51660435850545,97.73363725089156,118.11441063153276,78.52620049853589,0.2236916460455894,76.23334432865114,2.7519347380591497,0.013793736835555289,97.96228889057201,-0.005440963705609647,0.0,0.0017362755100415069,118.55116052214042,0.03663321157068635,0.21443212380802149,0
158,75.06146187043504,98.4198319322156,112.62294299452988,80.04254507339472,0.1404348251398675,76.45785467821378,2.326449571006452,-0.04829916029152581,97.98622710595606,0.018497251678439852,0.0,0.002956757580306027,118.5118637159685,0.02086328123659271,0.20586589849392375,0
159,80.60658143114547,97.32124123007904,125.11256396848007,74.6559884302603,0.2328276804316915,76.57953608007976,2.44581356403929,-0.01809673505447664,97.92863615797316,-0.039093696304462355,0.0,0.0014617955578028845,118.68771287107653,0.024988763943066532,0.207663743170927,0
160,72.78512946637561,97.54966430874376,113.68115461389728,73.90341237181593,0.1512659164886339,76.48278412028519,2.5379832916742817,-0.04872745234330879,97.92238548383104,-0.04534437044658546,0.0,-0.0005417771697843718,118.6800241486556,0.009077503404001012,0.201537870568061,0
161,74.54584861403765,97.51789996428838,113.14720478966495,82.85694593077571,0.2393542301871226,76.49847670801132,2.5239997360289035,-0.07782872864145034,97.90577536575165,-0.061954488525969964,0.0,-0.0007843684082431003,118.66919369388675,-0.008268950017083939,0.20374105253928837,0
162,72.97420753282331,98.54002802956964,120.44117876942974,78.3111602975288,0.2579297789503702,76.19511276412604,2.373032633111079,-0.06210629987570369,97.9349843933374,-0.03274546094021957,0.0,-0.0014856975221588142,118.67417471934232,-0.00286723687738548,0.21293415404221788,0
163,74.54262888279072,98.39184032404609,125.35772593424778,81.39194618306581,0.1589658840824145,76.03380486275204,2.3126483740744126,-0.05078987820769474,97.94432455687361,-0.023405297404011094,0.0,-0.0012441706288317043,118.88029743783189,-0.0015441750236221997,0.2076694739646543,0
